id,城市,岗位,薪资,年限,学历要求,公司名称,公司类型,公司规模,创建时间
5306,上海,大数据开发,12.5,3.0,本科,凌志软件,计算机软件,5499,2024-03-22 15:00:00
5307,上海,大数据开发,40.0,5.0,本科,NIO蔚来,汽车研发/制造,10000,2024-12-31 11:00:00
5308,上海,大数据开发,20.0,0.0,本科,吉利汽车集团,汽车研发/制造,10000,2024-08-30 15:00:00
5309,上海,大数据开发,50.0,5.0,本科,上海某大型计算机软件上市公司,计算机软件,5499,2024-07-16 11:00:00
5310,上海,大数据开发,14.0,3.0,大专,海和,计算机软件,59,2024-04-21 12:00:00
5311,上海,大数据开发,55.0,3.0,本科,某人工智能公司,人工智能,59,2024-06-08 10:00:00
5312,上海,大数据开发,60.0,5.0,本科,某大型知名互联网公司,互联网,10000,2024-07-17 11:00:00
5313,上海,大数据开发,37.5,3.0,本科,360集团,互联网,5499,2024-03-13 13:00:00
5314,上海,大数据开发,10.5,5.0,大专,北明软件,计算机软件,299,2024-02-08 08:00:00
5315,上海,大数据开发,19.5,5.0,本科,天阳科技,计算机软件,5499,2024-08-27 09:00:00
5316,上海,大数据开发,11.5,1.0,本科,LEAFMART,食品/饮料/烟酒,10,2024-07-13 10:00:00
5317,上海,大数据开发,40.0,3.0,本科,稳博投资,投资/融资,59,2024-05-13 12:00:00
5318,上海,大数据开发,21.5,3.0,本科,某大型已上市互联网金融公司,互联网金融,10000,2024-11-27 14:00:00
5319,上海,大数据开发,40.0,1.0,本科,字节跳动,广告营销,10000,2024-01-23 16:00:00
5320,上海,大数据开发,18.0,3.0,本科,用实,计算机软件,59,2024-05-22 17:00:00
5321,上海,大数据开发,17.5,5.0,本科,Bespin Global China,互联网,299,2024-11-29 14:00:00
5322,上海,大数据开发,25.0,3.0,本科,某大型知名互联网金融上市公司,互联网金融,10000,2024-05-18 06:00:00
5323,上海,大数据开发,10.5,0.0,本科,佳锐科技,计算机软件,299,2024-04-07 10:00:00
5324,上海,大数据开发,37.5,3.0,本科,万能钥匙,互联网,299,2024-08-07 14:00:00
5325,上海,大数据开发,25.0,3.0,本科,某游戏公司,游戏,10,2024-06-08 10:00:00
5326,上海,大数据开发,15.5,0.0,本科,蔚拓智能,计算机软件,299,2024-10-19 13:00:00
5327,上海,大数据开发,16.5,1.0,本科,琦永进出口贸易公司,计算机软件,10000,2024-09-13 11:00:00
5328,上海,大数据开发,22.5,3.0,本科,翔盛悦,计算机软件,59,2024-03-28 08:00:00
5329,上海,大数据开发,24.5,3.0,本科,某大型互联网金融上市公司,互联网金融,10000,2024-11-15 10:00:00
5330,上海,大数据开发,37.5,3.0,本科,阿里巴巴集团,互联网,10000,2024-12-30 14:00:00
5331,上海,大数据开发,12.5,1.0,本科,协赞科技,互联网,299,2024-05-18 09:00:00
5332,上海,大数据开发,15.5,3.0,本科,软通动力,计算机软件,10000,2024-10-07 09:00:00
5333,上海,大数据开发,42.5,5.0,本科,途虎养车网,电子商务,5499,2024-04-24 09:00:00
5334,上海,大数据开发,30.0,5.0,本科,北京沃东天骏信息...,新零售,10000,2024-04-28 08:00:00
5335,上海,大数据开发,45.0,5.0,本科,阿里巴巴集团,互联网,10000,2024-08-28 15:00:00
5336,上海,大数据开发,35.0,3.0,本科,几何伙伴智能驾驶,计算机软件,299,2024-04-02 11:00:00
5337,上海,大数据开发,20.5,3.0,本科,某大型互联网金融服务平台上市公司,互联网,5499,2024-11-12 19:00:00
5338,上海,大数据开发,45.0,0.0,本科,某中型移动互联网公司,移动互联网,299,2024-09-16 16:00:00
5339,上海,大数据开发,50.0,5.0,本科,京东集团,电子商务,10000,2024-11-09 05:00:00
5340,上海,大数据开发,7.0,0.0,本科,奥腾科技,计算机服务,59,2024-11-14 14:00:00
5341,上海,大数据开发,32.5,5.0,本科,北京微海管理咨询,企业服务,5499,2024-04-01 13:00:00
5342,上海,大数据开发,27.5,3.0,本科,某大型医疗健康公司,医疗健康,5499,2024-10-10 08:00:00
5343,上海,大数据开发,14.5,3.0,本科,易诚互动,互联网,5499,2024-04-20 06:00:00
5344,上海,大数据开发,26.0,5.0,本科,上海恒虎信息技术,互联网,299,2024-06-30 23:00:00
5345,上海,大数据开发,19.0,3.0,本科,长亮科技,计算机软件,5499,2024-12-05 15:00:00
5346,上海,大数据开发,20.0,3.0,本科,本来生活网,电子商务,5499,2024-09-08 12:00:00
5347,上海,大数据开发,8.0,1.0,本科,上海嘉扬,计算机软件,299,2024-11-29 16:00:00
5348,上海,大数据开发,26.5,3.0,本科,长量基金,互联网金融,59,2024-12-26 13:00:00
5349,上海,大数据开发,24.0,3.0,本科,某知名互联网公司,互联网,5499,2024-03-24 04:00:00
5350,上海,大数据开发,30.0,3.0,本科,传音集团,消费电子,10000,2024-03-18 14:00:00
5351,上海,大数据开发,26.0,3.0,本科,百度,互联网,10000,2024-01-04 15:00:00
5352,上海,大数据开发,25.0,5.0,硕士,某大型计算机软件公司,计算机软件,299,2024-10-18 14:00:00
5353,上海,大数据开发,20.5,1.0,本科,某大型计算机软件公司,计算机软件,299,2024-04-29 08:00:00
5354,上海,大数据开发,35.0,1.0,本科,口碑,O2O,10000,2024-12-15 19:00:00
5355,上海,大数据开发,20.5,5.0,本科,润申标准化,计算机软件,59,2024-10-16 11:00:00
5356,上海,大数据开发,22.5,3.0,本科,上海慧骋数据科技,大数据,299,2024-07-11 09:00:00
5357,上海,大数据开发,30.0,3.0,本科,PPIO,互联网,299,2024-10-28 15:00:00
5358,上海,大数据开发,27.5,5.0,大专,智合,互联网,299,2024-05-22 08:00:00
5359,上海,大数据开发,45.0,3.0,硕士,某大型基金公司,基金,299,2024-04-07 10:00:00
5360,上海,大数据开发,23.0,3.0,本科,国利货币,互联网金融,299,2024-05-25 12:00:00
5361,上海,大数据开发,40.0,5.0,本科,上海契胜,新零售,749,2024-08-13 09:00:00
5362,上海,大数据开发,30.0,5.0,本科,彩虹无线,移动互联网,299,2024-05-30 14:00:00
5363,上海,大数据开发,30.0,5.0,本科,谦与谦,在线教育,59,2024-09-04 09:00:00
5364,上海,大数据开发,15.5,1.0,本科,瞳森,电子商务,299,2024-09-16 09:00:00
5365,上海,大数据开发,25.0,3.0,本科,上海源石数据,移动互联网,5499,2024-05-14 14:00:00
5366,上海,大数据开发,47.5,5.0,本科,某大型半导体/芯片上市公司,半导体/芯片,10000,2024-05-04 23:00:00
5367,上海,大数据开发,45.0,5.0,本科,bilibili,互联网,10000,2024-08-19 17:00:00
5368,上海,大数据开发,35.0,3.0,硕士,某知名互联网金融上市公司,互联网金融,5499,2024-07-22 10:00:00
5369,上海,大数据开发,30.0,5.0,本科,探知数据,大数据,299,2024-12-05 10:00:00
5370,上海,大数据开发,25.0,3.0,本科,上海逐鹿信息,信息安全,59,2024-11-16 10:00:00
5371,上海,大数据开发,55.0,5.0,本科,某大型其他行业公司,其他行业,299,2024-05-01 12:00:00
5372,上海,大数据开发,30.0,1.0,本科,某投资公司,投资/融资,59,2024-10-27 17:00:00
5373,上海,大数据开发,14.5,3.0,本科,大时,计算机服务,59,2024-12-10 13:00:00
5374,上海,大数据开发,45.0,3.0,本科,拼多多集团-PDD,互联网,5499,2024-08-20 10:00:00
5375,上海,大数据开发,13.5,3.0,本科,君润,咨询,299,2024-10-14 15:00:00
5376,上海,大数据开发,55.0,0.0,本科,某知名互联网公司,电子商务,5499,2024-09-10 11:00:00
5377,上海,大数据开发,12.5,3.0,本科,哲锦,大数据,59,2024-07-02 12:00:00
5378,上海,大数据开发,47.5,5.0,本科,星辰征途,人工智能,59,2024-04-28 13:00:00
5379,上海,大数据开发,55.0,5.0,本科,某互联网公司,互联网,10,2024-08-04 15:00:00
5380,上海,大数据开发,15.5,5.0,本科,海橘,计算机软件,5499,2024-12-02 18:00:00
5381,上海,大数据开发,26.5,5.0,本科,上海法千言科技,企业服务,10,2024-06-22 12:00:00
5382,上海,大数据开发,27.5,3.0,本科,某500强上市公司,互联网,5499,2024-05-11 11:00:00
5383,上海,大数据开发,30.5,1.0,本科,携程集团,互联网,10000,2024-12-25 15:00:00
5384,上海,大数据开发,40.0,3.0,本科,上海恒诚柏德信息科技,互联网,59,2024-06-02 08:00:00
5385,上海,大数据开发,37.5,5.0,本科,某大型基金公司,基金,299,2024-10-24 15:00:00
5386,上海,大数据开发,32.5,3.0,本科,某知名互联网公司,互联网,5499,2024-10-24 08:00:00
5387,上海,大数据开发,13.0,1.0,本科,冉透,计算机软件,59,2024-08-17 14:00:00
5388,上海,大数据开发,25.5,5.0,硕士,光大证券,互联网金融,5499,2024-03-08 10:00:00
5389,上海,大数据开发,16.5,3.0,本科,任弈技术服务,计算机软件,59,2024-03-01 11:00:00
5390,上海,大数据开发,52.5,3.0,本科,拾疏,互联网,59,2024-11-27 09:00:00
5391,上海,大数据开发,16.0,3.0,本科,创启信息,互联网,299,2024-08-29 18:00:00
5392,上海,大数据开发,16.0,3.0,本科,德拜数据,大数据,59,2024-03-16 10:00:00
5393,上海,大数据开发,17.0,1.0,本科,海南钦诚,计算机软件,5499,2024-08-15 14:00:00
5394,上海,大数据开发,32.5,5.0,本科,诗与远方公司,互联网,59,2024-08-27 11:00:00
5395,上海,大数据开发,45.0,3.0,本科,某知名游戏公司,游戏,5499,2024-05-16 14:00:00
5396,上海,大数据开发,27.5,3.0,本科,慧度资产,基金,59,2024-05-15 11:00:00
5397,上海,大数据开发,40.0,5.0,本科,某小型互联网平台上市公司,互联网,59,2024-04-03 14:00:00
5398,上海,大数据开发,40.0,3.0,本科,某大型知名移动互联网公司,移动互联网,10000,2024-06-01 14:00:00
5399,广州,大数据开发,30.0,5.0,本科,咖呗乐,批发/零售,299,2024-08-01 16:00:00
5400,广州,大数据开发,10.5,3.0,学历不限,数小智,计算机软件,10,2024-10-22 09:00:00
5401,广州,大数据开发,13.0,3.0,本科,京北方,互联网金融,10000,2024-08-24 17:00:00
5402,广州,大数据开发,37.5,5.0,本科,UR,服装/纺织,5499,2024-03-14 14:00:00
5403,广州,大数据开发,25.0,5.0,本科,跨越速运,快递,10000,2024-08-07 15:00:00
5404,广州,大数据开发,12.5,1.0,学历不限,明骏科技,银行,10,2024-09-24 12:00:00
5405,广州,大数据开发,10.0,0.0,本科,深圳市新圣教育咨询,学校/学历教育,299,2024-04-26 10:00:00
5406,广州,大数据开发,37.5,1.0,本科,广州某大型游戏上市公司,游戏,10000,2024-08-06 12:00:00
5407,广州,大数据开发,19.0,10.0,本科,中电金信,计算机软件,10000,2024-01-18 10:00:00
5408,广州,大数据开发,24.0,3.0,本科,信雅达三佳,计算机软件,299,2024-10-14 14:00:00
5409,广州,大数据开发,17.0,5.0,大专,顶尖传诚科技有限公司,互联网,299,2024-05-19 12:00:00
5410,广州,大数据开发,10.5,1.0,大专,鼎牛网络,大数据,59,2024-04-13 14:00:00
5411,广州,大数据开发,3.0,0.0,本科,广州弘凯物联网服...,其他生活服务,59,2024-04-07 22:00:00
5412,广州,大数据开发,12.5,3.0,大专,某大型互联网上市公司美国,互联网,5499,2024-11-16 08:00:00
5413,广州,大数据开发,26.5,0.0,本科,华为技术有限公司,计算机软件,10000,2024-05-11 09:00:00
5414,广州,大数据开发,30.0,3.0,本科,网易,互联网,10000,2024-01-19 09:00:00
5415,广州,大数据开发,19.5,5.0,大专,英都科技,人力资源服务,749,2024-01-25 15:00:00
5416,广州,大数据开发,15.5,0.0,本科,佰仲数字能源,计算机软件,299,2024-05-24 15:00:00
5417,广州,大数据开发,9.5,3.0,大专,科昇职教,咨询,59,2024-04-09 10:00:00
5418,广州,大数据开发,45.0,3.0,博士,某知名企业,电子商务,299,2024-08-09 16:00:00
5419,广州,大数据开发,20.0,3.0,本科,睿信天和,计算机软件,299,2024-11-04 17:00:00
5420,广州,大数据开发,13.0,0.0,本科,联想教育,计算机服务,299,2024-11-29 15:00:00
5421,广州,大数据开发,17.5,3.0,大专,优普计算机,计算机软件,299,2024-04-18 11:00:00
5422,广州,大数据开发,15.5,3.0,本科,慧博云通,计算机软件,5499,2024-08-11 10:00:00
5424,广州,大数据开发,18.5,3.0,本科,数说故事,互联网,749,2024-03-17 16:00:00
5425,广州,大数据开发,65.0,5.0,本科,某大型游戏公司,游戏,5499,2024-05-12 07:00:00
5426,广州,大数据开发,30.0,5.0,本科,某知名计算机服务公司,计算机服务,5499,2024-09-03 14:00:00
5427,广州,大数据开发,20.0,3.0,本科,中软国际,计算机软件,10000,2024-10-16 14:00:00
5428,广州,大数据开发,12.5,3.0,本科,杭州龙即信息技术,计算机服务,299,2024-12-17 13:00:00
5429,广州,大数据开发,30.0,5.0,本科,某中型互联网金融上市公司,互联网金融,749,2024-04-25 09:00:00
5430,广州,大数据开发,12.5,3.0,大专,一科智能,计算机服务,299,2024-12-04 14:00:00
5431,广州,大数据开发,13.5,3.0,大专,佳态安,互联网,10,2024-05-04 17:00:00
5432,广州,大数据开发,17.5,5.0,本科,中视科技,计算机软件,299,2024-10-17 10:00:00
5433,广州,大数据开发,10.5,3.0,本科,朗新科技集团,计算机软件,5499,2024-03-22 12:00:00
5434,广州,大数据开发,21.5,5.0,本科,TEKsystems,人力资源服务,5499,2024-11-21 11:00:00
5435,广州,大数据开发,14.5,0.0,本科,兴趣岛,互联网,5499,2024-06-27 09:00:00
5436,广州,大数据开发,16.0,1.0,本科,勤思科技,计算机软件,299,2024-08-07 13:00:00
5437,广州,大数据开发,37.5,1.0,博士,某大型电子公司,电子/半导体/集成电路,749,2024-03-05 08:00:00
5438,广州,大数据开发,32.0,3.0,本科,欢聚集团,互联网,5499,2024-03-24 11:00:00
5439,广州,大数据开发,27.5,5.0,本科,某大型交通公司,交通/运输,749,2024-03-09 11:00:00
5440,广州,大数据开发,45.0,10.0,本科,九四智能,互联网,299,2024-02-25 07:00:00
5441,广州,大数据开发,15.5,1.0,本科,飞虎商联(广州)...,企业服务,59,2024-12-24 14:00:00
5442,广州,大数据开发,12.0,3.0,大专,仁合时创,计算机服务,59,2024-10-04 15:00:00
5443,广州,大数据开发,32.5,3.0,本科,广发证券,互联网金融,10000,2024-06-25 14:00:00
5444,广州,大数据开发,35.0,0.0,本科,腾讯,互联网,10000,2024-09-21 18:00:00
5445,广州,大数据开发,23.5,3.0,硕士,某大型移动互联网公司,移动互联网,749,2024-10-26 19:00:00
5446,广州,大数据开发,16.5,3.0,本科,深圳联友科技有限...,互联网,5499,2024-08-19 14:00:00
5447,广州,大数据开发,25.0,5.0,本科,云海链,互联网,299,2024-04-08 15:00:00
5448,广州,大数据开发,30.0,3.0,本科,某500强上市公司,互联网,10000,2024-10-09 17:00:00
5449,广州,大数据开发,23.5,0.0,硕士,某大型电子公司,电子/半导体/集成电路,749,2024-03-03 17:00:00
5450,广州,大数据开发,19.0,5.0,本科,启迪万众,计算机软件,299,2024-12-14 18:00:00
5451,广州,大数据开发,12.5,3.0,本科,博胜丰科技,证券/期货,299,2024-10-08 09:00:00
5452,广州,大数据开发,17.5,5.0,本科,联友科技,互联网,5499,2024-10-08 15:00:00
5453,广州,大数据开发,45.0,5.0,硕士,某知名上市集团公司,互联网,10000,2024-06-22 09:00:00
5454,广州,大数据开发,14.5,5.0,本科,流线信息,计算机软件,299,2024-02-27 10:00:00
5455,广州,大数据开发,26.0,1.0,本科,数字马力,互联网,5499,2024-12-23 15:00:00
5456,广州,大数据开发,5.5,1.0,大专,贝佳软件,计算机软件,59,2024-04-29 12:00:00
5457,广州,大数据开发,15.5,3.0,本科,广州鼎瀛,移动互联网,59,2024-08-04 06:00:00
5458,广州,大数据开发,10.0,1.0,大专,八通电子,智能硬件,59,2024-10-29 16:00:00
5459,广州,大数据开发,47.5,5.0,硕士,某中型互联网金融国有公司,互联网金融,749,2024-09-11 10:00:00
5460,广州,大数据开发,35.0,5.0,本科,某大型大数据上市公司,大数据,749,2024-08-22 12:00:00
5461,广州,大数据开发,12.5,3.0,本科,森威科技,新零售,59,2024-11-13 10:00:00
5462,广州,大数据开发,35.0,5.0,本科,SHEIN,电子商务,10000,2024-08-25 13:00:00
5463,广州,大数据开发,12.5,3.0,本科,骏达医疗,医疗器械,59,2024-06-29 07:00:00
5464,广州,大数据开发,14.5,3.0,本科,广东中腾数字科技,移动互联网,59,2024-05-02 15:00:00
5465,广州,大数据开发,30.0,5.0,本科,深圳冠晨,互联网金融,299,2024-12-22 09:00:00
5466,广州,大数据开发,40.0,3.0,本科,文远知行,人工智能,5499,2024-01-30 14:00:00
5467,广州,大数据开发,25.0,3.0,本科,某大型移动互联网上市公司,移动互联网,10000,2024-06-15 12:00:00
5468,广州,大数据开发,22.5,3.0,本科,小鹏汽车,汽车研发/制造,10000,2024-04-17 09:00:00
5469,广州,大数据开发,21.5,0.0,本科,广州某中型移动互联网公司,计算机软件,299,2024-04-12 13:00:00
5470,广州,大数据开发,20.0,3.0,本科,国投智能,信息安全,5499,2024-01-12 12:00:00
5471,广州,大数据开发,12.5,3.0,大专,广州安财企业管理咨询,咨询,59,2024-12-21 23:00:00
5472,广州,大数据开发,18.0,3.0,大专,镶玉信科,互联网,59,2024-05-08 09:00:00
5473,广州,大数据开发,17.5,3.0,本科,灵科智慧,互联网,299,2024-11-30 13:00:00
5474,广州,大数据开发,28.5,3.0,本科,高奈特,互联网,299,2024-03-10 11:00:00
5475,广州,大数据开发,13.5,5.0,本科,远信控股有限公司,医疗服务,749,2024-12-01 08:00:00
5476,广州,大数据开发,15.0,5.0,本科,致讯科技,计算机服务,299,2024-02-19 10:00:00
5477,广州,大数据开发,45.0,5.0,本科,某大型移动互联网上市公司,移动互联网,10000,2024-08-18 23:00:00
5478,广州,大数据开发,15.0,1.0,本科,蓝月亮,生活服务(O2O),10000,2024-08-08 09:00:00
5479,广州,大数据开发,12.5,3.0,本科,宜通衡睿,通信/网络设备,299,2024-09-15 15:00:00
5480,广州,大数据开发,16.5,3.0,本科,初晴互动,社交网络,59,2024-08-30 10:00:00
5481,广州,大数据开发,16.0,3.0,本科,智和瑞成,计算机软件,299,2024-03-02 14:00:00
5482,广州,大数据开发,19.0,3.0,本科,play800,互联网,299,2024-04-21 14:00:00
5483,广州,大数据开发,13.5,1.0,本科,贵州禾尧科技有限公司,互联网,10,2024-06-10 15:00:00
5484,广州,大数据开发,32.5,5.0,本科,唯品会,互联网,10000,2024-07-20 22:00:00
5485,广州,大数据开发,32.5,3.0,本科,某大型互联网上市公司,互联网,10000,2024-04-01 14:00:00
5486,广州,大数据开发,12.5,3.0,本科,哼哈互动,广告营销,59,2024-08-14 14:00:00
5487,广州,大数据开发,12.5,3.0,大专,南京艾瑞特软件,计算机软件,59,2024-08-07 11:00:00
5488,广州,大数据开发,40.0,5.0,本科,某知名企业,互联网,5499,2024-05-29 12:00:00
5489,广州,大数据开发,22.0,3.0,学历不限,某大型互联网公司,互联网,299,2024-01-10 14:00:00
5490,广州,大数据开发,32.5,5.0,本科,广州汽车集团股份...,汽车研发/制造,5499,2024-11-08 10:00:00
5491,广州,大数据开发,14.5,1.0,本科,北京资采,通信/网络设备,299,2024-10-08 14:00:00
5492,广州,大数据开发,9.0,5.0,本科,网思科技,计算机软件,5499,2024-11-03 11:00:00
5493,广州,大数据开发,14.0,3.0,本科,东呈集团,酒店/民宿,10000,2024-07-23 14:00:00
5494,广州,大数据开发,10.5,1.0,本科,汉风教育,咨询,10,2024-08-20 14:00:00
5495,广州,大数据开发,22.5,0.0,本科,快决测QD,其他专业服务,299,2024-05-07 08:00:00
5496,广州,大数据开发,17.5,3.0,本科,万视科技,计算机软件,299,2024-10-25 11:00:00
5497,广州,大数据开发,20.0,1.0,本科,某大型移动互联网公司,移动互联网,5499,2024-10-30 10:00:00
5498,广州,大数据开发,12.5,1.0,大专,人人租,企业服务,5499,2024-01-16 10:00:00
5499,广州,大数据开发,12.0,3.0,大专,广州青石科技有限公司,计算机软件,59,2024-01-16 10:00:00
5500,广州,大数据开发,16.5,3.0,本科,北明软件,互联网,5499,2024-03-06 18:00:00
5501,广州,大数据开发,14.5,5.0,本科,浩鲸科技,通信/网络设备,10000,2024-12-25 16:00:00
5502,广州,大数据开发,27.5,3.0,本科,众利数科,互联网,299,2024-01-10 12:00:00
5503,广州,大数据开发,17.5,3.0,本科,万宝盛华企业管理...,生活服务(O2O),5499,2024-05-25 15:00:00
5504,广州,大数据开发,75.0,0.0,本科,某500强上市公司,计算机软件,10000,2024-03-12 10:00:00
5505,广州,大数据开发,45.0,5.0,硕士,某知名运营商公司,运营商/增值服务,5499,2024-04-25 17:00:00
5506,广州,大数据开发,22.5,3.0,本科,惟客数据,大数据,299,2024-09-24 13:00:00
5507,广州,大数据开发,15.5,3.0,本科,至恒融兴,银行,5499,2024-01-19 11:00:00
5508,广州,大数据开发,10.5,1.0,大专,广州元生,计算机服务,299,2024-12-23 18:00:00
5509,广州,大数据开发,25.0,5.0,本科,某大型数字化解决方案提供商公司（广东）,计算机软件,5499,2024-10-05 17:00:00
5510,广州,大数据开发,14.0,1.0,本科,智慧云创,互联网,59,2024-06-03 15:00:00
5511,广州,大数据开发,22.5,5.0,大专,叁川传媒,社交网络与媒体,299,2024-10-12 09:00:00
5512,广州,大数据开发,20.5,3.0,本科,比升技术,企业服务,299,2024-10-12 07:00:00
5513,广州,大数据开发,11.5,0.0,本科,中科院信工所,信息安全,5499,2024-05-21 09:00:00
5514,广州,大数据开发,25.0,1.0,本科,世家教育,培训/辅导机构,59,2024-03-12 13:00:00
5515,广州,大数据开发,24.0,5.0,本科,中能拾贝,计算机软件,749,2024-08-27 15:00:00
5516,广州,大数据开发,45.0,5.0,本科,某大型互联网上市公司,互联网,10000,2024-05-30 14:00:00
5517,广州,大数据开发,20.0,3.0,本科,中国电信亿迅科技,移动互联网,5499,2024-07-06 14:00:00
5518,广州,大数据开发,27.5,5.0,本科,某大型互联网医疗健康服务上市公司,互联网,5499,2024-11-21 14:00:00
5519,广州,大数据开发,42.5,5.0,本科,涂家智能,物联网,59,2024-03-13 09:00:00
5520,广州,大数据开发,20.0,3.0,本科,瀚世,计算机软件,299,2024-08-15 18:00:00
5521,广州,大数据开发,40.0,5.0,本科,酷狗音乐,互联网,5499,2024-02-09 10:00:00
5522,广州,大数据开发,37.5,5.0,本科,广州骏伯网络,互联网,299,2024-08-31 21:00:00
5523,广州,大数据开发,9.5,1.0,本科,信创智联,计算机软件,10,2024-03-13 09:00:00
5524,广州,大数据开发,15.0,3.0,大专,润建股份,互联网,5499,2024-10-14 18:00:00
5525,广州,大数据开发,32.5,5.0,本科,某大型医疗健康公司,医疗健康,5499,2024-09-21 19:00:00
5526,广州,大数据开发,9.0,3.0,本科,九图信息科技,计算机软件,299,2024-08-30 16:00:00
5527,广州,大数据开发,24.0,3.0,本科,朴朴科技,互联网,749,2024-03-29 12:00:00
5528,广州,大数据开发,18.0,3.0,本科,绿瘦健康集团,医疗健康,5499,2024-03-29 14:00:00
5529,广州,大数据开发,17.5,5.0,本科,普瑞纯证,咨询,59,2024-05-22 09:00:00
5530,广州,大数据开发,18.0,3.0,本科,联通广东联通省公司,运营商/增值服务,5499,2024-04-28 19:00:00
5531,广州,大数据开发,16.0,3.0,本科,瞬优智慧,计算机服务,10,2024-09-05 10:00:00
5532,广州,大数据开发,25.0,5.0,本科,伊士格,大数据,299,2024-07-13 12:00:00
5533,广州,大数据开发,12.5,5.0,学历不限,广州什物,电子商务,59,2024-12-17 17:00:00
5534,广州,大数据开发,32.5,3.0,硕士,某大型知名银行上市公司,银行,10000,2024-05-17 09:00:00
5535,广州,大数据开发,40.0,5.0,本科,辰坤科技,计算机服务,59,2024-04-04 15:00:00
5536,广州,大数据开发,20.0,1.0,本科,上海昂菲纳迪科技,计算机软件,59,2024-02-23 11:00:00
5537,广州,大数据开发,18.5,5.0,本科,行致科技,互联网,299,2024-12-14 18:00:00
5538,广州,大数据开发,32.5,5.0,本科,SHEIN（广州）,电子商务,10000,2024-10-19 06:00:00
5539,广州,大数据开发,10.5,1.0,本科,暖哇科技,大数据,299,2024-03-06 15:00:00
5540,广州,大数据开发,23.5,3.0,本科,广州易云,计算机软件,59,2024-08-17 14:00:00
5541,广州,大数据开发,25.0,3.0,本科,中数睿智,计算机软件,299,2024-07-24 10:00:00
5542,广州,大数据开发,20.5,3.0,本科,美琦佳成,互联网,299,2024-09-12 09:00:00
5543,广州,大数据开发,16.5,5.0,本科,中航云测,计算机软件,59,2024-08-17 11:00:00
5544,广州,大数据开发,55.0,1.0,本科,美的,其他行业,10000,2024-08-19 18:00:00
5545,广州,大数据开发,10.5,3.0,本科,汇利伟业,互联网,59,2024-09-23 12:00:00
5546,广州,大数据开发,15.5,3.0,本科,卓融信息,计算机软件,299,2024-09-17 14:00:00
5547,广州,大数据开发,17.5,5.0,本科,江苏红网,计算机软件,299,2024-08-28 14:00:00
5548,广州,大数据开发,18.0,3.0,本科,煜晨科技,计算机软件,299,2024-06-21 14:00:00
5549,广州,大数据开发,7.0,1.0,本科,赛思软件,计算机软件,299,2024-05-21 15:00:00
5550,广州,大数据开发,60.0,5.0,本科,广州港鑫,互联网,10,2024-04-28 16:00:00
5551,广州,大数据开发,12.5,3.0,本科,广东新岸线,通信/网络设备,299,2024-04-03 14:00:00
5552,广州,大数据开发,37.5,0.0,学历不限,重庆某小型互联网公司,互联网,59,2024-03-30 10:00:00
5553,广州,大数据开发,12.0,1.0,本科,弘栎电子,智能硬件,10,2024-05-09 16:00:00
5554,广州,大数据开发,37.5,5.0,本科,SHEIN,电子商务,10000,2024-03-10 11:00:00
5555,广州,大数据开发,32.5,3.0,本科,某知名家具上市公司,家具/家居,5499,2024-03-07 11:00:00
5556,广州,大数据开发,30.0,1.0,本科,小鹏汇天,汽车研发/制造,749,2024-03-19 14:00:00
5557,广州,大数据开发,45.0,5.0,本科,圈量科技,互联网,299,2024-12-31 12:00:00
5558,广州,大数据开发,21.0,0.0,本科,华为技术有限公司,计算机软件,10000,2024-09-14 23:00:00
5559,广州,大数据开发,24.0,5.0,本科,诸云科技,互联网,299,2024-04-04 15:00:00
5560,广州,大数据开发,40.0,5.0,本科,某大型游戏公司,游戏,299,2024-03-21 15:00:00
5561,广州,大数据开发,27.5,3.0,本科,东风日产,汽车研发/制造,5499,2024-10-19 02:00:00
5562,广州,大数据开发,17.5,0.0,本科,Bespin Global China,互联网,299,2024-07-03 14:00:00
5563,广州,大数据开发,25.0,5.0,本科,云创宏扬,互联网,59,2024-04-29 15:00:00
5564,广州,大数据开发,18.0,1.0,本科,店匠科技,互联网,299,2024-01-19 13:00:00
5566,广州,大数据开发,10.5,1.0,本科,广州云杉信息,大数据,59,2024-06-21 14:00:00
5567,广州,大数据开发,11.0,3.0,本科,原力大数据,大数据,59,2024-09-07 17:00:00
5568,广州,大数据开发,17.5,3.0,本科,猫禾信息,电子/硬件开发,299,2024-08-18 17:00:00
5569,广州,大数据开发,9.5,1.0,大专,远胜数字科技,计算机服务,10,2024-02-10 19:00:00
5570,广州,大数据开发,24.0,1.0,本科,视源股份(CVTE),电子/硬件开发,5499,2024-07-28 19:00:00
5571,广州,大数据开发,10.0,3.0,本科,凯升威,计算机软件,10,2024-03-10 03:00:00
5572,广州,大数据开发,37.5,0.0,大专,北京字节跳动,互联网,10000,2024-11-17 16:00:00
5573,广州,大数据开发,14.5,5.0,大专,壹永科技,互联网,299,2024-09-24 14:00:00
5574,广州,大数据开发,32.5,5.0,本科,某知名医疗服务上市公司,医疗服务,5499,2024-03-27 15:00:00
5575,广州,大数据开发,32.5,3.0,本科,迈聆信息科技,互联网,299,2024-01-05 11:00:00
5576,广州,大数据开发,17.5,3.0,本科,华资软件,计算机软件,5499,2024-01-22 11:00:00
5577,广州,大数据开发,15.5,3.0,本科,睿服科技,计算机软件,5499,2024-09-25 14:00:00
